
1091831903539879,779765,100.0,true
1857868888754084,787878,200.0,true
4629919414731972,123090,111.0,true
6437277764118437,989898,50.0,true
6462439007928824,898008,100.0,true
2479058009458239,090000,50.0,true
5013420836145151,121111,50.0,true
5421348855096296,014986,100.0,true
4454885105633704,137372,100.0,true
7445574151201537,112233,100.0,true
8507156300636674,567888,100.0,true
1053675203270325,166990,10.0,true
4224727401856801,456788,10.0,true
1351156951819908,787860,10.0,true
8917874482168757,678990,100.0,true
3527386788369168,098000,10.0,true
7957917436435319,454566,100.0,true
7654487058898377,898000,100.0,true
2530485059885128,560098,100.0,true
6429606323925804,098755,100.0,true
5121282413838660,356777,100.0,true
7547939693856681,290087,100.0,true
8962147393730408,183839,65100.0,true
2599218214349848,909888,100.0,true
9635625922600648,000999,100.0,true
4113213627357200,787888,100.0,true
6544154206751045,909778,100.0,true
1015439807405741,787999,500.0,true
9018116811637728,785408,500.0,true
8351612770388715,754333,89.0,true
1786578572205105,787990,100.0,true
5367586847117161,909000,100.0,true
0586622150160861,606001,20.0,true
1945358924791816,439007,100.0,true
9719052806670209,443322,100.0,true
4301174782499318,223399,100.0,true
6404652146026202,345666,100.0,true
3983526876353825,234666,100.0,true
0792333788747780,340009,100.0,true
8206266805933860,879000,100.0,true
9565837879069006,678999,100.0,true
1892010217414224,677999,100.0,true
8757386452417191,509000,600.0,true
9716870619367795,788999,100.0,true
1039706955017360,789907,100.0,true
1566668585929680,909987,100.0,true
1656791132459709,990988,100.0,true
8604062205766954,459908,100.0,true
4869139394052389,564333,100.0,true
2959686932346060,232222,100.0,true
5786182334151270,411122,100.0,true
9520866649785662,667678,100.0,true
2890425711219660,678993,100.0,true
7414671650899100,888990,100.0,true
8543399606294404,454333,100.0,true
6970647675169903,453222,100.0,true
5334715482092057,320029,100.0,true
4842098190478787,549904,100.0,true
8703921254636869,765332,100.0,true
7780133325449248,090888,100.0,true
9572193894409935,122888,100.0,true
9264954704234271,112636,100.0,true
0540816310826350,657778,100.0,true
1731837771022765,660236,100.0,true
3430862503904504,411000,60.0,true
3025448284977936,432000,100.0,true
2018999415257408,120939,100.0,true
8131097868853074,390393,100.0,true
2002146531520743,203933,200.0,true
5987399769659461,390333,100.0,true
2158079872298255,439000,100.0,true
4716713740511200,560097,100.0,true
9271056507721832,383933,100.0,true
8926979247611773,033383,100.0,true
5500163120705460,909877,100.0,true
2217183410306799,673003,100.0,true
9812344597238512,637292,100.0,true
8239170555551872,765444,100.0,true
6970468336176708,137211,100.0,true
