0767615792259410,444888,0.0,false
4156854622548867,765113,0.0,false
3895443415370902,192082,0.0,false
8721830666715684,980961,0.0,false
5554423897722830,907078,0.0,false
6913616657634797,661216,0.0,false
3785175239863284,958996,0.0,false
8215770686871836,074025,0.0,false
1218090259632627,129999,0.0,false
6978475121281046,124444,0.0,false
7180291113629755,129990,0.0,false
9111787968064839,199090,0.0,false
6635622201461310,987666,0.0,false
0390294988357674,111909,0.0,false
6318835160772070,098777,0.0,false
3367732946734868,876654,0.0,false
2202085906296530,098666,0.0,false
0271936336429094,999999,0.0,false
4642117026723218,667839,0.0,false
1691642646421112,098555,0.0,false
1723940945651951,777777,0.0,false
1292596209075300,567797,0.0,false
6505146454656454,567999,0.0,false
2110724308176080,873312,0.0,false
5027174467805833,987555,0.0,false
4699232196974338,789333,0.0,false
5921013582126916,446678,0.0,false
2798579712595864,330990,0.0,false
3070131013344651,343222,0.0,false
6717116997760075,876544,0.0,false
8387775613559775,134888,0.0,false
7762410491606765,876555,0.0,false
3509740498709520,332211,0.0,false
1205211896540894,222222,0.0,false
9551883108874690,812969,0.0,false
6143088109868445,123555,0.0,false
6634758257108613,555432,0.0,false
9217861134259587,457999,0.0,false
5609152241378799,222389,0.0,false
0767615792259410,444888,0.0,false
4156854622548867,765113,0.0,false
3895443415370902,192082,0.0,false
8721830666715684,980961,0.0,false
5554423897722830,907078,0.0,false
6913616657634797,661216,0.0,false
3785175239863284,958996,0.0,false
8215770686871836,074025,0.0,false
1218090259632627,129999,0.0,false
6978475121281046,124444,0.0,false
7180291113629755,129990,0.0,false
9111787968064839,199090,0.0,false
6635622201461310,987666,0.0,false
0390294988357674,111909,0.0,false
6318835160772070,098777,0.0,false
3367732946734868,876654,0.0,false
2202085906296530,098666,0.0,false
0271936336429094,999999,0.0,false
4642117026723218,667839,0.0,false
1691642646421112,098555,0.0,false
1723940945651951,777777,0.0,false
1292596209075300,567797,0.0,false
6505146454656454,567999,0.0,false
2110724308176080,873312,0.0,false
5027174467805833,987555,0.0,false
4699232196974338,789333,0.0,false
5921013582126916,446678,0.0,false
2798579712595864,330990,0.0,false
3070131013344651,343222,0.0,false
6717116997760075,876544,0.0,false
8387775613559775,134888,0.0,false
7762410491606765,876555,0.0,false
3509740498709520,332211,0.0,false
1205211896540894,222222,0.0,false
9551883108874690,812969,0.0,false
6143088109868445,123555,0.0,false
6634758257108613,555432,0.0,false
9217861134259587,457999,0.0,false
5609152241378799,222389,0.0,false
8215770686871836,074025,0.0,false
1218090259632627,129999,0.0,false
6978475121281046,124444,0.0,false
7180291113629755,129990,0.0,false
9111787968064839,199090,0.0,false
6635622201461310,987666,0.0,false
0390294988357674,111909,0.0,false
6318835160772070,098777,0.0,false
3367732946734868,876654,0.0,false
2202085906296530,098666,0.0,false
0271936336429094,999999,0.0,false
4642117026723218,667839,0.0,false
1691642646421112,098555,0.0,false
1723940945651951,777777,0.0,false
1292596209075300,567797,0.0,false
6505146454656454,567999,0.0,false
2110724308176080,873312,0.0,false
5027174467805833,987555,0.0,false
4699232196974338,789333,0.0,false
5921013582126916,446678,0.0,false
2798579712595864,330990,0.0,false
3070131013344651,343222,0.0,false
